fai, 1, 0.447000, 0.000000, 0.001132
fai, 101, 0.000000, 0.542000, 0.001918
fai, 201, 1.269000, 0.000000, 0.002960
fai, 301, 0.000000, 0.926000, 0.003112
fai, 401, 0.692000, 0.000000, 0.002854
fai, 501, 0.922000, 0.000000, 0.002540
fai, 601, 0.814000, 0.000000, 0.003848
fai, 701, 0.671000, 0.000000, 0.003274
fai, 801, 0.643000, 0.000000, 0.002949
fai, 901, 0.754000, 0.000000, 0.003042
fai, 1001, 0.695000, 0.000000, 0.003757
fai, 1101, 0.759000, 0.000000, 0.004685
fai, 1201, 0.718000, 0.000000, 0.003913
fai, 1301, 0.000000, 0.710000, 0.004758
fai, 1401, 0.917000, 0.000000, 0.005841
fai, 1501, 0.680000, 0.000000, 0.005903
fai, 1601, 0.653000, 0.000000, 0.005267
fai, 1701, 0.701000, 0.000000, 0.005372
fai, 1801, 0.968000, 0.000000, 0.006421
fai, 1901, 0.511000, 0.000000, 0.005433
fai, 2001, 0.618000, 0.000000, 0.005965
fai, 2101, 0.707000, 0.000000, 0.007034
fai, 2201, 0.695000, 0.000000, 0.006360
fai, 2301, 0.492000, 0.000000, 0.006332
fai, 2401, 0.615000, 0.000000, 0.007079
fai, 2501, 0.558000, 0.000000, 0.006628
fai, 2601, 0.498000, 0.000000, 0.006875
fai, 2701, 0.786000, 0.000000, 0.008410
fai, 2801, 0.684000, 0.000000, 0.008768
fai, 2901, 0.476000, 0.000000, 0.007475
fai, 3001, 0.605000, 0.000000, 0.007786
fai, 3101, 0.686000, 0.000000, 0.009688
fai, 3201, 0.763000, 0.000000, 0.009001
fai, 3301, 0.519000, 0.000000, 0.008128
fai, 3401, 0.620000, 0.000000, 0.009748
fai, 3501, 0.536000, 0.000000, 0.008837
fai, 3601, 0.473000, 0.000000, 0.008978
fai, 3701, 0.957000, 0.000000, 0.011296
fai, 3801, 0.476000, 0.000000, 0.009346
fai, 3901, 0.680000, 0.000000, 0.011538
fai, 4001, 0.561000, 0.000000, 0.010008
fai, 4101, 0.513000, 0.000000, 0.009869
fai, 4201, 0.681000, 0.000000, 0.012034
fai, 4301, 0.546000, 0.000000, 0.010742
fai, 4401, 0.563000, 0.000000, 0.010637
fai, 4501, 0.500000, 0.000000, 0.011058
fai, 4601, 0.000000, 0.579000, 0.011372
fai, 4701, 0.767000, 0.000000, 0.013432
fai, 4801, 0.479000, 0.000000, 0.011473
fai, 4901, 0.651000, 0.000000, 0.012460
fai, 5001, 0.603000, 0.000000, 0.012304
fai, 5101, 0.433000, 0.000000, 0.012302
fai, 5201, 0.701000, 0.000000, 0.012382
fai, 5301, 0.547000, 0.000000, 0.012784
fai, 5401, 0.681000, 0.000000, 0.013285
fai, 5501, 0.500000, 0.000000, 0.012978
fai, 5601, 0.572000, 0.000000, 0.013674
fai, 5701, 0.511000, 0.000000, 0.013669
fai, 5801, 0.517000, 0.000000, 0.014031
fai, 5901, 0.812000, 0.000000, 0.016143
fai, 6001, 0.478000, 0.000000, 0.014163
fai, 6101, 0.545000, 0.000000, 0.014131
fai, 6201, 0.602000, 0.000000, 0.014512
fai, 6301, 0.483000, 0.000000, 0.015228
fai, 6401, 0.760000, 0.000000, 0.015071
fai, 6501, 0.633000, 0.000000, 0.015195
fai, 6601, 0.569000, 0.000000, 0.015268
fai, 6701, 0.746000, 0.000000, 0.015987
fai, 6801, 0.641000, 0.000000, 0.016231
fai, 6901, 0.777000, 0.000000, 0.022506
fai, 7001, 0.677000, 0.000000, 0.018878
fai, 7101, 0.552000, 0.000000, 0.018747
fai, 7201, 0.560000, 0.000000, 0.016754
fai, 7301, 0.510000, 0.000000, 0.016829
fai, 7401, 0.907000, 0.000000, 0.017217
fai, 7501, 0.475000, 0.000000, 0.017381
fai, 7601, 0.526000, 0.000000, 0.017888
fai, 7701, 0.559000, 0.000000, 0.017841
fai, 7801, 0.482000, 0.000000, 0.018083
fai, 7901, 0.828000, 0.000000, 0.018856
fai, 8001, 0.589000, 0.000000, 0.018357
fai, 8101, 0.485000, 0.000000, 0.018619
fai, 8201, 0.680000, 0.000000, 0.018972
fai, 8301, 0.544000, 0.000000, 0.019291
fai, 8401, 1.473000, 0.000000, 0.044423
fai, 8501, 0.525000, 0.000000, 0.019416
fai, 8601, 0.750000, 0.000000, 0.024328
fai, 8701, 0.647000, 0.000000, 0.020247
fai, 8801, 0.610000, 0.000000, 0.020130
fai, 8901, 0.542000, 0.000000, 0.020133
fai, 9001, 0.591000, 0.000000, 0.020436
fai, 9101, 0.000000, 0.786000, 0.024963
fai, 9201, 0.513000, 0.000000, 0.020938
fai, 9301, 0.637000, 0.000000, 0.021904
fai, 9401, 0.598000, 0.000000, 0.021536
fai, 9501, 0.552000, 0.000000, 0.021937
fai, 9601, 0.696000, 0.000000, 0.022361
fai, 9701, 0.562000, 0.000000, 0.021947
fai, 9801, 0.618000, 0.000000, 0.023854
fai, 9901, 0.597000, 0.000000, 0.026354
fai, 10001, 0.665000, 0.000000, 0.054309
fai, 10101, 0.552000, 0.000000, 0.023042
fai, 10201, 0.528000, 0.000000, 0.023175
fai, 10301, 0.995000, 0.000000, 0.027309
fai, 10401, 0.879000, 0.000000, 0.023661
fai, 10501, 0.660000, 0.000000, 0.026113
