fir, 1, 0.423000, 0.000000
fir, 2, 0.547000, 0.000000
fir, 3, 0.566000, 0.000000
fir, 4, 0.826000, 0.000000
fir, 5, 0.751000, 0.000000
fir, 6, 0.762000, 0.000000
fir, 7, 0.767000, 0.000000
fir, 8, 0.709000, 0.000000
fir, 9, 0.728000, 0.000000
fir, 10, 0.833000, 0.000000
fir, 11, 0.467000, 0.000000
fir, 12, 0.470000, 0.000000
fir, 13, 0.915000, 0.000000
fir, 14, 0.519000, 0.000000
fir, 15, 0.691000, 0.000000
fir, 16, 0.569000, 0.000000
fir, 17, 0.497000, 0.000000
fir, 18, 0.639000, 0.000000
fir, 19, 0.599000, 0.000000
fir, 20, 0.688000, 0.000000
fir, 21, 0.515000, 0.000000
fir, 22, 0.666000, 0.000000
fir, 23, 0.771000, 0.000000
fir, 24, 0.669000, 0.000000
fir, 25, 0.000000, 1.095000
fir, 26, 1.007000, 0.000000
fir, 27, 1.493000, 0.000000
fir, 28, 1.821000, 0.000000
fir, 29, 2.906000, 0.000000
fir, 30, 0.000000, 4.654000
fir, 31, 6.992000, 0.000000
fir, 32, 10.141000, 0.000000
fir, 33, 16.665000, 0.000000
fir, 34, 26.492000, 0.000000
fir, 35, 44.762000, 0.000000
fir, 36, 65.302000, 0.000000
fir, 37, 103.084000, 0.000000
fir, 38, 163.134000, 0.000000
fir, 39, 267.453000, 0.000000
fir, 40, 426.258000, 0.000000
fii, 1, 0.723000, 0.000000
fii, 101, 1.217000, 0.000000
fii, 201, 1.045000, 0.000000
fii, 301, 0.881000, 0.000000
fii, 401, 0.000000, 0.829000
fii, 501, 0.796000, 0.000000
fii, 601, 0.753000, 0.000000
fii, 701, 0.736000, 0.000000
fii, 801, 0.730000, 0.000000
fii, 901, 0.706000, 0.000000
fii, 1001, 0.568000, 0.000000
fii, 1101, 0.784000, 0.000000
fii, 1201, 0.898000, 0.000000
fii, 1301, 0.690000, 0.000000
fii, 1401, 0.618000, 0.000000
fii, 1501, 0.000000, 0.769000
fii, 1601, 0.772000, 0.000000
fii, 1701, 0.744000, 0.000000
fii, 1801, 0.597000, 0.000000
fii, 1901, 0.549000, 0.000000
fii, 2001, 0.674000, 0.000000
fii, 2101, 0.855000, 0.000000
fii, 2201, 0.760000, 0.000000
fii, 2301, 0.515000, 0.000000
fii, 2401, 0.745000, 0.000000
fii, 2501, 0.565000, 0.000000
fii, 2601, 0.639000, 0.000000
fii, 2701, 0.531000, 0.000000
fii, 2801, 0.533000, 0.000000
fii, 2901, 0.553000, 0.000000
fii, 3001, 0.554000, 0.000000
fii, 3101, 0.669000, 0.000000
